defined_class,datum,datum_label,var1,var1_label,var2,var2_label,var3,var3_label,acs_var_id,acs_label,acs_concept
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001065,18 to 64 years,SRPDIO:1001034,no disability,B26208_087E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population 18 to 64 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001079,65 years and over,SRPDIO:1001001,disability status,B26208_088E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population 65 years and over,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001079,65 years and over,SRPDIO:1001035,with a disability/with any disability,B26208_089E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population 65 years and over!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001100,college/university student housing,SRPDIO:1001079,65 years and over,SRPDIO:1001034,no disability,B26208_090E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!College/university student housing!!Population 65 years and over!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011043,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001008,age category,SRPDIO:1001001,disability status,B26208_091E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011044,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001008,age category,SRPDIO:1001035,with a disability/with any disability,B26208_092E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011045,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001008,age category,SRPDIO:1001034,no disability,B26208_093E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011046,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001063,under 18 years,SRPDIO:1001001,disability status,B26208_094E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population under 18 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011047,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001063,under 18 years,SRPDIO:1001035,with a disability/with any disability,B26208_095E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population under 18 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011048,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001063,under 18 years,SRPDIO:1001034,no disability,B26208_096E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population under 18 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011049,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001065,18 to 64 years,SRPDIO:1001001,disability status,B26208_097E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population 18 to 64 years,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011050,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001065,18 to 64 years,SRPDIO:1001035,with a disability/with any disability,B26208_098E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population 18 to 64 years!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011051,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001065,18 to 64 years,SRPDIO:1001034,no disability,B26208_099E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population 18 to 64 years!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011052,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001079,65 years and over,SRPDIO:1001001,disability status,B26208_100E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population 65 years and over,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011053,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001079,65 years and over,SRPDIO:1001035,with a disability/with any disability,B26208_101E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population 65 years and over!!With a disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
SRPDIO:2011054,SRPDIO:1000007,number of people,SRPDIO:1001102,military quarters/military ships,SRPDIO:1001079,65 years and over,SRPDIO:1001034,no disability,B26208_102E,Estimate!!Total!!Group quarters population!!Noninstitutionalized group quarters population!!Military quarters/military ships!!Population 65 years and over!!No disability,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
#,SRPDIO:1000007,number of people,SRPDIO:1001011,housing quality,SRPDIO:1001008,age category,SRPDIO:1001001,disability status,B26208_103E,Estimate!!Total!!Household population,GROUP QUARTERS TYPE (5 TYPES) BY AGE BY DISABILITY STATUS
